naslov,izvajalec,url,kljuc,bpm,capo,leto,zanr,uporabljeni_akordi,zaporedje_akordov,stevilo_razlicnih_akordov,dolzina_zaporedja
Saturday Night,Bay City Rollers,https://guitartuna.com/chords/saturday-night-bay-city-rollers-easy-guitar-chords-621f9a5c50cb7457161fc416,G major,138,7,1974,Rock,"['G', 'Em', 'C', 'D', 'Bm', 'Am']","['G', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'Em', 'Bm', 'C', 'D', 'G', 'C', 'G', 'D', 'G', 'C', 'G', 'D', 'C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'G', 'G', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'Em', 'Bm', 'C', 'D', 'G', 'C', 'G', 'D', 'G', 'C', 'G', 'D', 'C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'G', 'G', 'G', 'G', 'C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'G']",6,69
Belfast Child,Simple Minds,https://guitartuna.com/chords/belfast-child-simple-minds-easy-guitar-chords-6217ae0c7d0e3fa4285c1132,G major,80,0,1989,Alternative,"['D', 'C', 'G']","['D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'D', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'D', 'D', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'D', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D']",3,184
Real Real Gone,Van Morrison,https://guitartuna.com/chords/real-real-gone-van-morrison-easy-guitar-chords-6217b22d7d0e3fa4285c2a00,G major,142,0,1990,Blues,"['G', 'Em', 'C', 'D', 'Am', 'A']","['G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'C', 'G', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'C', 'G', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'C', 'G', 'D', 'Am', 'D', 'G', 'D', 'Em', 'Am', 'D', 'G', 'Am', 'D', 'G', 'D', 'Em', 'A', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'C', 'G', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'C', 'G', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'C', 'G', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D']",6,127
One Jump Ahead,"Brad Kane, Aladdin",https://guitartuna.com/chords/one-jump-ahead-brad-kane-aladdin-easy-guitar-chords-621fa4b350cb7457161fd5d6,E minor,126,0,1992,Pop,"['Em', 'Gm', 'B', 'C', 'A', 'G', 'D#', 'D', 'Am', 'F#', 'Dm', 'Fm', 'C#', 'A#', 'G#', 'E', 'A#m', 'F#m', 'G#m', 'D#m', 'C#m']","['Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Gm', 'Gm', 'B', 'C', 'B', 'C', 'B', 'C', 'B', 'Em', 'C', 'B', 'Em', 'A', 'G', 'D#', 'G', 'B', 'Em', 'C', 'B', 'Em', 'A', 'G', 'D#', 'D', 'G', 'D', 'G', 'D', 'G', 'Am', 'B', 'Em', 'C', 'F#', 'B', 'Em', 'C', 'B', 'Em', 'A', 'Dm', 'F#', 'B', 'C', 'Fm', 'C#', 'C', 'Fm', 'A#', 'G#', 'E', 'D#', 'G#', 'C', 'Fm', 'C#', 'C', 'Fm', 'A#', 'G#', 'E', 'D#', 'G#', 'D#', 'G#', 'D#', 'G#', 'A#m', 'C', 'Fm', 'C#', 'G', 'C', 'C#', 'F#m', 'D', 'F#m', 'B', 'Em', 'F#', 'F#', 'F#', 'F#', 'C#', 'C#', 'D#', 'G#m', 'E', 'D#', 'G#m', 'C#', 'B', 'G', 'F#', 'D#m', 'G#m', 'C#m', 'E', 'B']",21,107
Summer Sunshine,The Corrs,https://guitartuna.com/chords/summer-sunshine-the-corrs-easy-guitar-chords-6217b9597d0e3fa4285c5669,F major,122,5,2004,Pop,"['F', 'A#', 'Gm', 'C', 'Dm', 'Am']","['F', 'A#', 'Gm', 'C', 'F', 'A#', 'Gm', 'C', 'Dm', 'A#', 'C', 'F', 'Gm', 'A#', 'C', 'Dm', 'A#', 'C', 'F', 'Gm', 'A#', 'C', 'Dm', 'A#', 'C', 'F', 'Gm', 'A#', 'C', 'Dm', 'A#', 'C', 'A#', 'F', 'C', 'Dm', 'C', 'F', 'A#', 'Dm', 'C', 'F', 'A#', 'Dm', 'C', 'F', 'A#', 'Gm', 'A#', 'C', 'F', 'F', 'Gm', 'A#', 'C', 'Dm', 'A#', 'C', 'F', 'Gm', 'A#', 'C', 'Dm', 'A#', 'C', 'A#', 'F', 'C', 'Dm', 'C', 'F', 'A#', 'Dm', 'C', 'F', 'A#', 'Dm', 'C', 'F', 'A#', 'Gm', 'A#', 'C', 'Dm', 'A#', 'C', 'Am', 'A#', 'C', 'F', 'A#', 'C', 'Dm', 'A#', 'C', 'F', 'A#', 'C', 'F', 'A#', 'C', 'F', 'A#', 'C', 'F', 'A#', 'C', 'Dm', 'C', 'F', 'A#', 'Dm', 'C', 'F', 'A#', 'Dm', 'C', 'F', 'A#', 'Gm', 'A#', 'C', 'Dm', 'C', 'F', 'A#', 'Dm', 'C', 'F', 'A#', 'Dm', 'C', 'F', 'A#', 'Gm', 'A#', 'C', 'F']",6,138
1 Thing,Amerie,https://guitartuna.com/chords/1-thing-amerie-easy-guitar-chords-621f9b8450cb7457161fc60d,B major,100,6,2005,R&B,"['B', 'G#', 'D#', 'C#']","['B', 'G#', 'B', 'G#', 'B', 'G#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'G#', 'B', 'G#', 'B', 'G#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#', 'B', 'D#', 'C#', 'B', 'G#']",4,121
Speak O Lord,Keith & Kristyn Getty,https://guitartuna.com/chords/speak-o-lord-keith-kristyn-getty-easy-guitar-chords-624366685de746497f1fae20,Ab major,63,1,2006,Worship,"['Fm', 'C#', 'D#', 'G#']","['Fm', 'C#', 'Fm', 'C#', 'Fm', 'D#', 'G#', 'C#', 'G#', 'C#', 'G#', 'Fm', 'D#', 'Fm', 'D#', 'G#', 'C#', 'G#', 'C#', 'G#', 'C#', 'D#', 'G#', 'D#', 'G#', 'C#', 'G#', 'D#', 'G#', 'C#', 'D#', 'Fm', 'D#', 'G#', 'C#', 'G#', 'C#', 'G#', 'C#', 'D#', 'G#', 'C#', 'G#', 'D#', 'Fm', 'D#', 'G#', 'C#', 'G#', 'C#', 'G#', 'Fm', 'D#', 'Fm', 'D#', 'G#', 'C#', 'G#', 'C#', 'G#', 'C#', 'D#', 'G#', 'D#', 'G#', 'C#', 'G#', 'D#', 'G#', 'C#', 'D#', 'Fm', 'D#', 'G#', 'C#', 'G#', 'C#', 'G#', 'C#', 'D#', 'G#', 'C#', 'G#', 'D#', 'Fm', 'D#', 'G#', 'C#', 'G#', 'C#', 'G#', 'Fm', 'D#', 'Fm', 'D#', 'G#', 'C#', 'G#', 'C#', 'G#', 'C#', 'D#', 'G#', 'D#', 'G#', 'C#', 'G#', 'D#', 'G#', 'C#', 'D#', 'Fm', 'D#', 'G#', 'C#', 'G#', 'C#', 'G#', 'C#', 'D#', 'G#', 'C#', 'G#', 'C#', 'D#', 'G#']",4,126
Hush Hush; Hush Hush,The Pussycat Dolls,https://guitartuna.com/chords/hush-hush-hush-hush-the-pussycat-dolls-easy-guitar-chords-6217adae7d0e3fa4285c0f1b,Bb minor,129,1,2009,Pop,"['A#m', 'F#', 'G#', 'Fm', 'D#m', 'F', 'D#']","['A#m', 'F#', 'G#', 'Fm', 'F#', 'D#m', 'F', 'F', 'A#m', 'F#', 'G#', 'Fm', 'F#', 'D#m', 'F', 'A#m', 'F#', 'G#', 'Fm', 'F#', 'D#m', 'F', 'A#m', 'F#', 'G#', 'Fm', 'F#', 'D#m', 'F', 'F', 'A#m', 'F#', 'G#', 'Fm', 'F#', 'D#m', 'F', 'D#', 'F', 'A#m', 'F#', 'G#', 'Fm', 'F#', 'D#m', 'F', 'F', 'F', 'A#m', 'F#', 'G#', 'Fm', 'F#', 'D#m', 'F', 'F', 'A#m', 'F#', 'G#', 'Fm', 'F#', 'D#m', 'F', 'F', 'A#m', 'F#', 'G#', 'Fm', 'F#', 'D#m', 'F', 'F', 'A#m', 'F#', 'G#', 'Fm', 'F#', 'D#m', 'F', 'D#', 'F', 'A#m', 'F#', 'G#', 'Fm', 'F#', 'D#m', 'F', 'F', 'F', 'F', 'F', 'A#m', 'F#', 'G#', 'Fm', 'F#', 'D#m', 'F', 'D#', 'F', 'A#m', 'F#', 'G#', 'Fm', 'F#', 'D#m', 'F', 'F', 'A#m', 'F#', 'G#', 'Fm', 'F#', 'D#m', 'F', 'F', 'A#m', 'F#', 'G#', 'Fm', 'F#', 'D#m', 'F', 'F', 'A#m', 'F#', 'G#', 'Fm', 'F#', 'D#m', 'F', 'F', 'A#m']",7,134
My Number,Foals,https://guitartuna.com/chords/my-number-foals-easy-guitar-chords-61e3690c6f617bf6459a7e77,C# minor,128,4,2013,Rock,"['B', 'C#m', 'E', 'F#m']","['B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'E', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'E', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'E', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'E', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'E', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'E', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'E', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'C#m', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'E', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'E', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'E', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'E', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'C#m', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'C#m', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'E', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'E', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'E', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'E', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m', 'E', 'B', 'C#m', 'E', 'F#m', 'B', 'C#m', 'E', 'F#m']",4,261
Flex,"Polo G, Juice WRLD",https://guitartuna.com/chords/flex-polo-g-juice-wrld-easy-guitar-chords-61cada54b213f92a0b0ecbec,B minor,83,2,2020,Hip-hop,"['Bm', 'D', 'G', 'A']","['Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A']",4,216
Paparazzi,Kim Dracula,https://guitartuna.com/chords/paparazzi-kim-dracula-easy-guitar-chords-61dceccad7fccca24798cd40,E minor,91,0,2020,Alternative,"['Em', 'C', 'D', 'Bm', 'Am']","['Em', 'Em', 'C', 'D', 'Em', 'Bm', 'C', 'D', 'Em', 'Bm', 'C', 'D', 'Em', 'Bm', 'C', 'Am', 'C', 'D', 'Em', 'Bm', 'C', 'D', 'Em', 'Bm', 'C', 'Em', 'Am', 'C', 'D', 'Em', 'Am', 'C', 'D', 'Em', 'Em', 'Em', 'Em', 'Am', 'C', 'D', 'Em', 'Am', 'C', 'D', 'Em', 'Bm', 'C', 'D', 'Em', 'Am', 'C', 'D', 'Em', 'Am', 'C', 'D', 'Em', 'Bm', 'C', 'D', 'Em', 'Bm', 'C', 'D', 'Em']",5,65
Only Love,Badflower,https://guitartuna.com/chords/only-love-badflower-easy-guitar-chords-61cd09404420be709d3d2d5c,C major,136,0,2021,Alternative,"['C', 'Am', 'F', 'G', 'Em', 'A', 'Dm', 'E']","['C', 'Am', 'F', 'G', 'C', 'C', 'C', 'Am', 'F', 'G', 'C', 'C', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'G', 'C', 'C', 'C', 'Am', 'F', 'G', 'C', 'C', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'G', 'F', 'G', 'Em', 'A', 'Dm', 'G', 'C', 'C', 'C', 'Am', 'F', 'G', 'C', 'C', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'G', 'Am', 'Em', 'F', 'G', 'E', 'Am', 'Em', 'F', 'G']",8,80
Wait A Minute My Girl,Volbeat,https://guitartuna.com/chords/wait-a-minute-my-girl-volbeat-easy-guitar-chords-61e69d13a173ad20fc851dfb,E major,184,4,2021,Rock,"['E', 'A', 'B', 'C#m', 'F#m', 'G#m', 'F#', 'C#']","['E', 'A', 'B', 'A', 'E', 'B', 'A', 'E', 'A', 'B', 'E', 'A', 'B', 'A', 'E', 'B', 'C#m', 'C#m', 'B', 'B', 'E', 'F#m', 'G#m', 'A', 'A', 'A', 'A', 'B', 'B', 'E', 'F#m', 'G#m', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', 'A', 'B', 'A', 'E', 'B', 'E', 'C#m', 'A', 'B', 'E', 'A', 'B', 'A', 'E', 'B', 'A', 'E', 'A', 'B', 'F#', 'B', 'C#', 'B', 'F#', 'B', 'C#', 'B', 'C#', 'B', 'C#', 'B', 'F#']",8,75
Vickie,Peach Pit,https://guitartuna.com/chords/vickie-peach-pit-easy-guitar-chords-621016489f82b11fc6b659f1,C major,178,0,2022,Pop,"['C', 'F', 'D', 'G', 'Fm', 'Dm']","['C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'D', 'D', 'F', 'F', 'C', 'F', 'D', 'F', 'C', 'F', 'D', 'G', 'C', 'C', 'F', 'F', 'D', 'D', 'F', 'F', 'C', 'F', 'D', 'F', 'C', 'F', 'D', 'G', 'C', 'F', 'D', 'F', 'C', 'F', 'D', 'F', 'C', 'F', 'Fm', 'C', 'C', 'F', 'Fm', 'C', 'C', 'F', 'Fm', 'C', 'D', 'F', 'Dm', 'C', 'C', 'C', 'F', 'D', 'F', 'C', 'F', 'D', 'G', 'C', 'F', 'D', 'F', 'C', 'F', 'D', 'F', 'C', 'F', 'Fm', 'C', 'F', 'Fm', 'C', 'F', 'Fm', 'C', 'D', 'F', 'Dm', 'C', 'C', 'F', 'F', 'D', 'D', 'F', 'F', 'C', 'C', 'F', 'F', 'D', 'D', 'F', 'F', 'C', 'F', 'D', 'F', 'F', 'Fm', 'C', 'D', 'F', 'Dm', 'C']",6,117
Sign Your Name,Sananda Maitreya,https://guitartuna.com/chords/sign-your-name-sananda-maitreya-easy-guitar-chords-621f900350cb7457161fb267,F# minor,108,2,1987,R&B,"['F#m', 'B', 'E', 'C#', 'Bm', 'D', 'A']","['F#m', 'B', 'F#m', 'B', 'E', 'C#', 'C#', 'Bm', 'C#', 'F#m', 'C#', 'Bm', 'C#', 'F#m', 'C#', 'Bm', 'C#', 'F#m', 'C#', 'Bm', 'C#', 'F#m', 'B', 'F#m', 'B', 'E', 'C#', 'C#', 'Bm', 'C#', 'F#m', 'C#', 'Bm', 'C#', 'F#m', 'C#', 'Bm', 'C#', 'F#m', 'C#', 'Bm', 'C#', 'F#m', 'B', 'F#m', 'B', 'E', 'C#', 'D', 'A', 'C#', 'F#m', 'D', 'A', 'C#', 'D', 'A', 'C#', 'F#m', 'D', 'A', 'C#', 'C#', 'F#m', 'B', 'F#m', 'B', 'E', 'C#', 'C#', 'Bm', 'C#', 'F#m', 'C#', 'Bm', 'C#', 'F#m', 'C#', 'Bm', 'C#', 'F#m', 'B', 'F#m', 'B', 'F#m', 'B', 'F#m', 'B']",7,88
Echo,Incubus,https://guitartuna.com/chords/echo-incubus-easy-guitar-chords-61c42afab2f45495687861fd,D major,136,0,2001,Rock,"['D', 'Bm', 'G', 'F']","['D', 'D', 'Bm', 'Bm', 'D', 'D', 'Bm', 'Bm', 'D', 'D', 'Bm', 'Bm', 'D', 'D', 'Bm', 'Bm', 'D', 'Bm', 'D', 'Bm', 'D', 'Bm', 'D', 'Bm', 'G', 'F', 'G', 'F', 'D', 'Bm', 'D', 'Bm', 'D', 'Bm', 'D', 'Bm', 'D', 'D', 'Bm', 'Bm', 'D', 'D', 'Bm', 'Bm', 'D', 'Bm', 'D', 'Bm', 'D', 'Bm', 'D', 'Bm', 'G', 'F', 'G', 'F', 'D', 'Bm', 'D', 'Bm', 'D', 'Bm', 'D', 'Bm', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",4,72
Todo,Pereza,https://guitartuna.com/chords/todo-pereza-easy-guitar-chords-6217b63f7d0e3fa4285c4304,C major,84,0,2005,Pop,"['C', 'Dm', 'G', 'Em', 'Am', 'F', 'Fm', 'F#', 'G#', 'Cm', 'D#', 'A#', 'E']","['C', 'Dm', 'C', 'Dm', 'C', 'Dm', 'C', 'Dm', 'Dm', 'G', 'Dm', 'G', 'C', 'Dm', 'C', 'Dm', 'Dm', 'G', 'Dm', 'G', 'Em', 'Am', 'F', 'G', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Dm', 'Em', 'F', 'G', 'C', 'Dm', 'C', 'Dm', 'C', 'Dm', 'C', 'Dm', 'Dm', 'G', 'Dm', 'G', 'Em', 'Am', 'F', 'G', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Dm', 'Em', 'Fm', 'F#', 'G#', 'Cm', 'D#', 'G', 'Cm', 'G#', 'D#', 'A#', 'G#', 'Cm', 'D#', 'G', 'Cm', 'G#', 'E', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Dm', 'Em', 'F', 'G', 'C', 'Dm', 'C', 'Dm', 'C', 'Dm', 'C', 'Dm', 'C']",13,116
Lunes,Estopa,https://guitartuna.com/chords/lunes-estopa-easy-guitar-chords-621fa57950cb7457161fd72b,A minor,130,0,2005,Pop,"['Am', 'G', 'F', 'Em', 'E']","['Am', 'G', 'F', 'F', 'Am', 'G', 'F', 'F', 'Am', 'F', 'G', 'Em', 'F', 'Am', 'E', 'F', 'E', 'F', 'G', 'Em', 'F', 'E', 'F', 'Am', 'G', 'E', 'F', 'Am', 'G', 'Em', 'F', 'Em', 'F', 'Am', 'F', 'G', 'Em', 'F', 'Am', 'E', 'F', 'E', 'F', 'G', 'Em', 'F', 'E', 'F', 'Am', 'G', 'E', 'F', 'Am', 'G', 'Em', 'F', 'Em', 'F', 'Am', 'G', 'F', 'F', 'Am', 'G', 'F']",5,65
Cavorting,Courteeners,https://guitartuna.com/chords/cavorting-courteeners-easy-guitar-chords-61c39f5ccd40f9d2f153e6ed,G major,158,0,2007,Rock,"['G', 'C', 'D']","['G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'G', 'G', 'C', 'D', 'G', 'G', 'G', 'C', 'D', 'G', 'C', 'D', 'G', 'C', 'D', 'G', 'G', 'G', 'C', 'D', 'G', 'G', 'G', 'C', 'D', 'G', 'C', 'D', 'G', 'D', 'C', 'G', 'G', 'G', 'G', 'C', 'D', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'G', 'G', 'C', 'D', 'G', 'G', 'G', 'C', 'D', 'G', 'C', 'D', 'G', 'C', 'D', 'G', 'G', 'G', 'C', 'D', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'G', 'G', 'C', 'D', 'G', 'G', 'G', 'C', 'D', 'G', 'G', 'G', 'G', 'C', 'D', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'G', 'G', 'C', 'D', 'G', 'G', 'G', 'C', 'D', 'G']",3,150
Drive,Imagine Dragons,https://guitartuna.com/chords/drive-imagine-dragons-easy-guitar-chords-61d594f4d9b73390df22357a,F major,103,5,2009,Alternative,"['F', 'Dm', 'A#', 'C']","['F', 'Dm', 'A#', 'C', 'F', 'Dm', 'A#', 'C', 'F', 'Dm', 'A#', 'C', 'F', 'Dm', 'A#', 'C', 'F', 'Dm', 'A#', 'C', 'F', 'Dm', 'A#', 'C', 'F', 'Dm', 'A#', 'C', 'F', 'Dm', 'A#', 'C', 'F', 'Dm', 'A#', 'C', 'F', 'Dm', 'A#', 'C', 'F', 'Dm', 'A#', 'C', 'F', 'Dm', 'A#', 'C', 'F']",4,49
